qseqid	sseqid	evalue	bitscore	qstart	qend	sstart	send	pident	qcov	scov
CM057400.1.g5595.t1	5061.CADANGAP00012206	7.45e-265	723.0	1	341	1	344	98.5	100.0	100.0
CM057400.1.g5599.t1	5061.CADANGAP00012199	8.17e-313	855.0	1	481	1	467	93.1	100.0	100.0
CM057400.1.g5600.t1	5061.CADANGAP00012198	0.0	966.0	1	487	1	487	99.4	99.8	99.8
CM057400.1.g5601.t1	5061.CADANGAP00012197	0.0	983.0	1	484	1	484	98.3	100.0	100.0
CM057400.1.g5602.t1	5061.CADANGAP00012196	0.0	1222.0	1	594	1	594	97.8	100.0	100.0
CM057400.1.g5603.t1	5061.CADANGAP00012195	2.82e-91	267.0	1	139	1	139	99.3	100.0	100.0
CM057400.1.g5604.t1	5061.CADANGAP00012194	0.0	883.0	1	464	1	464	100.0	100.0	100.0
CM057400.1.g5605.t1	5061.CADANGAP00012192	0.0	11087.0	13	5667	22	5678	98.1	99.5	98.7
CM057400.1.g5606.t1	5061.CADANGAP00012191	1.51e-126	359.0	1	175	1	175	98.3	100.0	100.0
CM057400.1.g5607.t1	5061.CADANGAP00012190	0.0	1170.0	1	603	28	630	99.5	100.0	95.7
CM057400.1.g5608.t1	5061.CADANGAP00012189	2.92e-234	645.0	1	341	1	341	99.4	100.0	100.0
CM057400.1.g5609.t1	40384.G7XZ27	2.53e-216	602.0	7	364	4	361	81.3	98.4	99.2
CM057400.1.g5610.t1	40384.G7XZ29	1.39e-178	503.0	28	319	2	312	85.2	91.5	99.7
CM057400.1.g5611.t1	5061.CADANGAP00012185	0.0	1606.0	1	799	1	799	100.0	100.0	100.0
CM057400.1.g5612.t1	5061.CADANGAP00012183	2.72e-301	821.0	1	414	1	414	99.8	100.0	100.0
CM057400.1.g5613.t1	40384.G7XZ33	7.12e-61	186.0	1	88	1	88	96.6	100.0	100.0
CM057400.1.g5614.t1	5061.CADANGAP00012180	1.1e-286	785.0	1	397	44	440	99.2	100.0	90.2
CM057400.1.g5615.t1	5061.CADANGAP00012179	0.0	1077.0	1	536	37	582	96.7	100.0	93.8
CM057400.1.g5616.t1	5061.CADANGAP00012178	2.46e-249	683.0	1	337	1	337	98.5	100.0	100.0
CM057400.1.g5617.t1	5062.CADAORAP00007075	4.14e-106	334.0	5	439	145	585	41.0	91.6	75.1
CM057400.1.g5618.t1	40384.G7XZ39	0.0	3764.0	1	2001	1	2001	96.6	77.7	100.0
CM057400.1.g5619.t1	5061.CADANGAP00012172	2.75e-214	592.0	1	310	1	309	95.8	100.0	100.0
CM057400.1.g5620.t1	5147.XP_003342813.1	2.17e-207	659.0	17	811	20	769	47.7	43.0	61.9
CM057400.1.g5622.t1	5061.CADANGAP00012170	0.0	1028.0	1	710	1	710	76.8	100.0	100.0
CM057400.1.g5623.t1	5061.CADANGAP00012169	0.0	1259.0	1	636	27	662	96.9	100.0	96.1
CM057400.1.g5624.t1	5061.CADANGAP00012168	3.02e-76	232.0	14	160	2	183	67.0	91.9	99.5
CM057400.1.g5625.t1	5062.CADAORAP00007075	7.73e-103	324.0	1	385	195	583	46.0	91.2	66.3
CM057400.1.g5626.t1	5061.CADANGAP00012165	8.1e-236	647.0	1	313	1	313	99.7	100.0	100.0
CM057400.1.g5627.t1	5061.CADANGAP00012164	2.31e-258	707.0	1	354	1	354	100.0	100.0	100.0
CM057400.1.g5628.t1	5061.CADANGAP00012161	0.0	925.0	1	475	1	476	98.9	100.0	100.0
CM057400.1.g5629.t1	5061.CADANGAP00012160	0.0	2202.0	1	1105	1	1105	100.0	100.0	100.0
CM057400.1.g5630.t1	5061.CADANGAP00012159	2.39e-255	699.0	1	344	1	344	98.5	100.0	100.0
CM057400.1.g5631.t1	5061.CADANGAP00012157	0.0	1087.0	9	554	1	546	99.8	98.6	100.0
CM057400.1.g5632.t1	5061.CADANGAP00012156	5.25e-259	709.0	1	353	1	353	99.4	100.0	100.0
CM057400.1.g5633.t1	5061.CADANGAP00012154	1.39e-40	135.0	1	68	1	68	100.0	81.9	81.9
CM057400.1.g5634.t1	5061.CADANGAP00012153	1.82e-278	760.0	1	377	1	377	97.9	100.0	100.0
CM057400.1.g5635.t1	5061.CADANGAP00012152	4.11e-110	317.0	1	160	1	160	100.0	100.0	100.0
CM057400.1.g5636.t1	5061.CADANGAP00012151	0.0	1095.0	1	549	182	730	98.9	100.0	75.2
CM057400.1.g5637.t1	5061.CADANGAP00012150	0.0	1349.0	1	677	1	677	98.7	100.0	100.0
CM057400.1.g5638.t1	5061.CADANGAP00012149	0.0	2031.0	1	1251	1	1214	93.0	100.0	100.0
CM057400.1.g5639.t1	40384.G7XX10	0.0	1049.0	1	646	1	675	81.7	100.0	100.0
CM057400.1.g5640.t1	5061.CADANGAP00012145	0.0	1059.0	1	538	26	547	93.7	100.0	95.4
CM057400.1.g5641.t1	40384.G7XX13	0.0	1243.0	1	669	1	669	97.5	100.0	100.0
CM057400.1.g5642.t1	5061.CADANGAP00012143	0.0	905.0	1	477	263	740	97.7	100.0	64.6
CM057400.1.g5643.t1	5061.CADANGAP00012142	4.05e-272	746.0	1	385	1	385	96.1	94.1	99.7
CM057400.1.g5644.t1	40384.G7XX16	3.36e-86	254.0	1	137	1	134	91.2	100.0	100.0
CM057400.1.g5645.t1	5061.CADANGAP00012141	0.0	1102.0	1	593	1	607	91.4	99.0	93.4
CM057400.1.g5646.t1	5061.CADANGAP00012138	4.57e-94	275.0	1	147	1	147	98.0	100.0	100.0
CM057400.1.g5647.t1	5061.CADANGAP00012137	0.0	1076.0	1	513	1	513	100.0	100.0	100.0
CM057400.1.g5648.t1	5061.CADANGAP00012136	0.0	1034.0	1	508	1	508	99.2	100.0	100.0
CM057400.1.g5649.t1	40384.G7XX21	9.25e-87	266.0	1	248	1	280	64.1	100.0	100.0
CM057400.1.g5650.t1	5061.CADANGAP00012133	0.0	3508.0	1	1829	103	1931	99.3	99.6	94.2
CM057400.1.g5651.t1	5061.CADANGAP00012132	2.76e-181	509.0	1	249	56	304	98.4	80.1	81.9
CM057400.1.g5652.t1	5061.CADANGAP00012131	5.77e-244	669.0	1	329	1	329	100.0	100.0	100.0
CM057400.1.g5653.t1	5061.CADANGAP00012130	1.63e-173	483.0	1	239	1	239	98.3	100.0	100.0
CM057400.1.g5654.t1	40384.G7XX25	4.95e-227	631.0	1	328	1	328	91.5	100.0	73.7
CM057400.1.g5655.t1	69781.S8A026	2.72e-72	223.0	1	170	1	168	64.1	96.0	91.3
CM057400.1.g5656.t1	40384.G7XX26	0.0	5523.0	1	2912	1	2897	97.7	100.0	100.0
CM057400.1.g5657.t1	40384.G7XX27	2.06e-222	624.0	1	426	1	467	71.1	100.0	100.0
CM057400.1.g5658.t1	5061.CADANGAP00012124	8.39e-302	829.0	1	498	1	489	95.6	100.0	100.0
CM057400.1.g5659.t1	40384.G7XX29	1.7e-316	866.0	1	488	1	488	94.1	100.0	100.0
CM057400.1.g5661.t1	5061.CADANGAP00012122	1.64e-150	427.0	1	257	1	257	100.0	100.0	100.0
CM057400.1.g5662.t1	5061.CADANGAP00012121	9.44e-236	649.0	1	342	1	342	99.4	100.0	100.0
CM057400.1.g5663.t1	5061.CADANGAP00012120	0.0	986.0	1	822	1	1136	69.8	100.0	100.0
CM057400.1.g5664.t1	40384.G7XX33	1.17e-91	274.0	51	221	30	203	80.3	77.4	85.7
CM057400.1.g5665.t1	40384.G7XX34	0.0	1033.0	1	518	1	518	97.5	100.0	100.0
CM057400.1.g5666.t1	5061.CADANGAP00012117	4.04e-117	336.0	1	182	1	175	95.1	100.0	100.0
CM057400.1.g5667.t1	5061.CADANGAP00012116	1.22e-131	371.0	1	164	1	164	100.0	100.0	100.0
CM057400.1.g5668.t1	5061.CADANGAP00012115	0.0	1209.0	1	604	1	604	99.8	100.0	100.0
CM057400.1.g5669.t1	40384.G7XX40	1.05e-293	803.0	1	422	1	422	98.3	100.0	100.0
CM057400.1.g5670.t1	5061.CADANGAP00012113	0.0	1221.0	1	611	1	611	99.5	100.0	100.0
CM057400.1.g5671.t1	5061.CADANGAP00012112	0.0	1424.0	1	776	1	776	100.0	100.0	100.0
CM057400.1.g5672.t1	5061.CADANGAP00012111	8.4e-259	709.0	1	359	1	359	100.0	100.0	100.0
CM057400.1.g5673.t1	5061.CADANGAP00012110	0.0	2665.0	1	1377	1	1362	98.6	100.0	100.0
CM057400.1.g5674.t1	5061.CADANGAP00012105	0.0	1550.0	1	809	1	809	99.9	100.0	100.0
CM057400.1.g5675.t1	5061.CADANGAP00012103	6.34e-156	438.0	1	227	1	227	100.0	100.0	100.0
CM057400.1.g5676.t1	40384.G7XX48	2.54e-72	219.0	1	131	1	131	90.8	100.0	100.0
CM057400.1.g5677.t1	40384.G7XX49	0.0	880.0	1	614	1	612	96.4	100.0	100.0
CM057400.1.g5678.t1	5061.CADANGAP00012099	0.0	1305.0	1	687	1	687	100.0	100.0	100.0
CM057400.1.g5679.t1	40384.G7XX51	0.0	1065.0	1	632	1	631	92.4	100.0	100.0
CM057400.1.g5680.t1	5061.CADANGAP00012094	0.0	2617.0	1	1348	1	1348	99.6	100.0	100.0
CM057400.1.g5681.t1	5061.CADANGAP00012093	8.2e-211	582.0	1	286	1	286	99.0	100.0	100.0
CM057400.1.g5682.t1	5061.CADANGAP00012092	5.39e-179	499.0	1	262	1	262	99.6	100.0	100.0
CM057400.1.g5683.t1	40384.G7XX55	1.55e-293	805.0	1	456	1	452	91.4	100.0	100.0
CM057400.1.g5684.t1	40384.G7XX56	0.0	978.0	7	515	2	510	94.3	98.8	84.0
CM057400.1.g5685.t1	40384.G7XX57	3.87e-267	746.0	1	548	1	548	99.8	100.0	100.0
CM057400.1.g5686.t1	5061.CADANGAP00012088	0.0	2087.0	1	1217	1	1217	99.6	100.0	100.0
CM057400.1.g5687.t1	5061.CADANGAP00012087	4.18e-262	717.0	1	356	1	356	99.7	100.0	100.0
CM057400.1.g5688.t1	5061.CADANGAP00012086	0.0	1010.0	1	505	1	507	98.0	100.0	100.0
CM057400.1.g5689.t1	5061.CADANGAP00012085	7.52e-146	424.0	13	347	72	403	97.9	96.5	82.4
CM057400.1.g5690.t1	5061.CADANGAP00012084	0.0	3303.0	1	1823	1	1822	99.4	100.0	100.0
CM057400.1.g5691.t1	5061.CADANGAP00012083	0.0	1410.0	1	714	1	714	99.6	100.0	100.0
CM057400.1.g5692.t1	40384.G7XX64	0.0	1070.0	1	566	1	566	99.1	100.0	100.0
CM057400.1.g5693.t1	5061.CADANGAP00012081	0.0	1159.0	1	604	1	604	99.2	96.5	100.0
CM057400.1.g5694.t1	5061.CADANGAP00012080	0.0	1279.0	1	681	1	682	99.1	100.0	100.0
CM057400.1.g5695.t1	5061.CADANGAP00012078	1.86e-102	300.0	1	157	1	157	98.1	96.3	65.4
CM057400.1.g5696.t1	5061.CADANGAP00012077	8.58e-223	615.0	6	324	6	324	99.7	98.5	98.5
CM057400.1.g5697.t1	40384.G7XX69	0.0	1919.0	1	968	1	969	98.5	99.9	99.9
CM057400.1.g5698.t1	5061.CADANGAP00012074	6.08e-253	693.0	1	343	1	343	100.0	100.0	100.0
CM057400.1.g5699.t1	40384.G7XX71	4.8e-291	796.0	1	424	1	424	94.3	100.0	100.0
CM057400.1.g5700.t1	5061.CADANGAP00012072	5.46e-224	621.0	1	362	1	360	96.4	100.0	100.0
CM057400.1.g5701.t1	5061.CADANGAP00012071	2.86e-290	796.0	1	446	1	448	98.9	100.0	100.0
CM057400.1.g5702.t1	5061.CADANGAP00012070	7.98e-229	632.0	1	333	1	356	92.4	100.0	100.0
CM057400.1.g5703.t1	36651.K9FES8	0.0	1073.0	1	743	1	736	73.1	88.8	90.0
CM057400.1.g5704.t1	40384.G7XX76	1.8e-270	742.0	1	397	1	397	92.4	100.0	100.0
CM057400.1.g5705.t1	5061.CADANGAP00012066	2.33e-301	825.0	1	396	118	513	99.0	100.0	77.2
CM057400.1.g5706.t1	5061.CADANGAP00012065	0.0	1070.0	1	635	1	665	81.9	96.1	88.0
CM057400.1.g5707.t1	40384.G7XX79	1.3e-206	572.0	1	293	1	293	100.0	100.0	100.0
CM057400.1.g5708.t1	5061.CADANGAP00012063	0.0	1941.0	1	1039	1	1039	99.9	100.0	100.0
CM057400.1.g5709.t1	5061.CADANGAP00012061	1.36e-183	513.0	1	249	1	249	100.0	98.4	75.9
CM057400.1.g5710.t1	5061.CADANGAP00012060	1.92e-161	456.0	1	227	1	228	99.1	98.7	71.5
CM057400.1.g5711.t1	40384.G7XX83	0.0	1317.0	1	757	1	756	91.5	100.0	92.9
CM057400.1.g5712.t1	5061.CADANGAP00012058	1.04e-311	850.0	1	434	12	445	99.5	100.0	97.5
CM057400.1.g5713.t1	5061.CADANGAP00012057	6.03e-175	489.0	1	260	1	260	99.6	100.0	100.0
CM057400.1.g5714.t1	5061.CADANGAP00012056	3.88e-73	219.0	1	115	1	115	99.1	100.0	100.0
CM057400.1.g5715.t1	5061.CADANGAP00012054	4.15e-130	370.0	1	201	1	201	99.5	100.0	100.0
CM057400.1.g5716.t1	40384.G7XX88	6.02e-216	596.0	1	301	1	301	99.3	100.0	100.0
CM057400.1.g5717.t1	5061.CADANGAP00012050	0.0	1141.0	1	585	1	585	99.8	100.0	100.0
CM057400.1.g5718.t1	5061.CADANGAP00012049	2.69e-257	703.0	1	336	1	336	99.7	100.0	100.0
CM057400.1.g5719.t1	40384.G7XX91	0.0	2106.0	1	1086	1	1118	95.5	100.0	100.0
CM057400.1.g5720.t1	5061.CADANGAP00012047	0.0	1534.0	1	797	1	797	99.4	100.0	100.0
CM057400.1.g5721.t1	5061.CADANGAP00012045	5.72e-223	615.0	1	309	12	320	100.0	100.0	96.6
CM057400.1.g5722.t1	40384.G7XX94	0.0	903.0	1	489	1	490	95.7	93.9	98.0
CM057400.1.g5724.t1	5061.CADANGAP00012042	1.11e-239	658.0	1	325	1	325	99.4	100.0	100.0
CM057400.1.g5725.t1	5061.CADANGAP00012040	0.0	1202.0	1	624	1	624	99.4	100.0	100.0
CM057400.1.g5726.t1	40384.G7XX99	3.51e-74	222.0	1	111	1	111	100.0	100.0	100.0
CM057400.1.g5727.t1	5061.CADANGAP00012037	2.15e-247	682.0	1	385	1	386	99.2	100.0	100.0
CM057400.1.g5728.t1	5061.CADANGAP00012035	0.0	924.0	1	471	1	471	99.2	100.0	100.0
CM057400.1.g5729.t1	40384.G7XU70	0.0	1564.0	1	790	46	837	95.2	100.0	94.6
CM057400.1.g5730.t1	40384.G7XU69	9.52e-197	556.0	1	402	1	403	73.2	100.0	100.0
CM057400.1.g5731.t1	5061.CADANGAP00012031	3.69e-233	645.0	1	369	1	379	97.1	100.0	100.0
CM057400.1.g5732.t1	5061.CADANGAP00012030	0.0	1427.0	1	768	1	805	90.1	94.2	95.4
CM057400.1.g5733.t1	40384.G7XU66	7.1e-94	287.0	34	316	1	285	51.2	89.3	98.6
CM057400.1.g5734.t1	40384.G7XU64	0.0	1658.0	1	898	1	921	93.2	60.0	100.0
CM057400.1.g5735.t1	5061.CADANGAP00012025	0.0	2674.0	1	1367	1	1367	99.9	100.0	100.0
CM057400.1.g5736.t1	40384.G7XU62	2.63e-214	593.0	1	317	1	316	97.5	99.4	99.7
CM057400.1.g5737.t1	40384.G7XU61	0.0	2934.0	1	1527	1	1527	97.8	100.0	100.0
CM057400.1.g5738.t1	5061.CADANGAP00012021	5e-213	597.0	1	338	126	463	100.0	100.0	73.0
CM057400.1.g5739.t1	40384.G7XU59	4.52e-147	414.0	1	209	1	209	100.0	100.0	100.0
CM057400.1.g5740.t1	5061.CADANGAP00012019	2.52e-135	384.0	1	200	1	200	100.0	100.0	100.0
CM057400.1.g5741.t1	5061.CADANGAP00012018	0.0	1282.0	1	679	46	724	98.7	100.0	93.8
CM057400.1.g5742.t1	5061.CADANGAP00012017	0.0	1930.0	1	1003	1	984	96.7	100.0	100.0
CM057400.1.g5743.t1	5061.CADANGAP00012016	2.23e-294	809.0	1	416	1	413	97.8	97.9	78.4
CM057400.1.g5744.t1	40384.G7XU53	1.57e-177	494.0	1	242	1	242	97.5	100.0	100.0
CM057400.1.g5745.t1	5061.CADANGAP00012013	1.47e-312	861.0	18	460	132	574	95.0	94.5	70.7
CM057400.1.g5746.t1	63402.XP_003170046.1	1.9e-117	363.0	1	520	1	510	42.8	99.4	99.4
CM057400.1.g5747.t1	63418.F2PUL3	1.6e-83	263.0	17	277	12	293	51.4	76.5	81.7
CM057400.1.g5750.t1	5061.CADANGAP00012009	0.0	2162.0	163	1431	80	1707	71.6	88.7	95.4
CM057400.1.g5751.t1	5061.CADANGAP00012008	6.3e-192	538.0	1	285	1	285	95.8	73.8	97.6
CM057400.1.g5752.t1	5061.CADANGAP00012007	2.17e-268	739.0	1	411	43	435	91.2	100.0	90.3
CM057400.1.g5753.t1	5061.CADANGAP00012004	3.62e-212	585.0	1	291	1	291	95.9	100.0	100.0
CM057400.1.g5754.t1	5061.CADANGAP00012001	0.0	923.0	1	467	1	467	99.6	100.0	100.0
CM057400.1.g5755.t1	5061.CADANGAP00011999	0.0	1011.0	431	942	1	512	99.6	54.0	95.7
CM057400.1.g5756.t1	5061.CADANGAP00011998	0.0	1226.0	1	608	14	621	98.4	100.0	97.9
CM057400.1.g5757.t1	5061.CADANGAP00011997	6.27e-270	739.0	1	377	1	377	98.9	100.0	100.0
CM057400.1.g5758.t1	5061.CADANGAP00011996	0.0	1234.0	1	784	1	789	79.9	100.0	100.0
CM057400.1.g5759.t1	5061.CADANGAP00011995	8.44e-116	350.0	3	191	29	217	99.5	97.4	27.9
CM057400.1.g5760.t1	5061.CADANGAP00006383	2.5e-315	869.0	1	552	1	565	89.8	100.0	100.0
CM057400.1.g5761.t1	5059.CADAFLAP00008395	2.44e-42	143.0	1	140	1	130	67.1	100.0	100.0
CM057400.1.g5762.t1	5061.CADANGAP00006382	0.0	1984.0	1	1191	1	1191	99.6	100.0	100.0
CM057400.1.g5763.t1	5061.CADANGAP00006381	4.29e-170	480.0	1	283	38	320	100.0	100.0	88.4
CM057400.1.g5764.t1	40384.G7XR57	0.0	1876.0	1	2194	1	2152	78.9	100.0	100.0
CM057400.1.g5765.t1	5061.CADANGAP00006376	5.4e-250	687.0	1	369	1	365	98.6	100.0	100.0
CM057400.1.g5766.t1	5061.CADANGAP00006375	2.95e-223	616.0	1	312	1	312	98.4	99.4	96.0
CM057400.1.g5767.t1	5061.CADANGAP00006374	2.52e-169	475.0	20	264	20	264	99.6	92.8	92.8
CM057400.1.g5768.t1	5061.CADANGAP00006373	4.68e-279	764.0	1	400	1	400	99.5	100.0	100.0
CM057400.1.g5769.t1	5061.CADANGAP00006372	0.0	890.0	1	460	1	460	99.1	100.0	100.0
CM057400.1.g5770.t1	5061.CADANGAP00006371	2.39e-225	619.0	1	298	1	298	99.7	100.0	100.0
CM057400.1.g5771.t1	5061.CADANGAP00006370	8.2e-143	406.0	1	247	1	244	94.7	100.0	100.0
CM057400.1.g5772.t1	5061.CADANGAP00006369	0.0	974.0	22	497	26	501	100.0	94.3	94.6
CM057400.1.g5773.t1	5061.CADANGAP00006368	0.0	1043.0	1	500	1	504	99.2	99.8	99.8
CM057400.1.g5774.t1	5061.CADANGAP00006367	6.63e-52	163.0	1	82	1	82	98.8	100.0	100.0
CM057400.1.g5775.t1	40384.G7XR70	0.0	2478.0	1	1305	1	1305	98.2	100.0	100.0
CM057400.1.g5776.t1	5061.CADANGAP00006363	9.74e-164	458.0	1	235	1	235	99.6	100.0	100.0
CM057400.1.g5777.t1	5061.CADANGAP00006362	0.0	873.0	7	514	1	508	99.8	98.8	100.0
CM057400.1.g5778.t1	5061.CADANGAP00006361	2.68e-184	519.0	1	341	1	341	100.0	100.0	100.0
CM057400.1.g5779.t1	5061.CADANGAP00006360	0.0	2031.0	1	1026	1	1029	99.2	100.0	100.0
CM057400.1.g5780.t1	40384.G7XR75	3.01e-126	359.0	1	184	1	184	96.7	100.0	100.0
CM057400.1.g5781.t1	5061.CADANGAP00006358	1.45e-279	764.0	1	394	1	394	100.0	100.0	100.0
CM057400.1.g5782.t1	5061.CADANGAP00006357	0.0	2012.0	5	1027	38	1060	99.8	99.6	96.5
CM057400.1.g5783.t1	5061.CADANGAP00006356	4.3e-264	732.0	1	429	1	429	99.3	85.6	98.4
CM057400.1.g5784.t1	5061.CADANGAP00006355	0.0	1264.0	1	751	1	751	99.3	100.0	100.0
CM057400.1.g5785.t1	5061.CADANGAP00006353	0.0	1445.0	1	810	41	869	96.0	99.8	91.2
CM057400.1.g5786.t1	40384.G7XKH2	2.2e-50	162.0	1	119	1	99	68.9	99.2	99.0
CM057400.1.g5787.t1	5061.CADANGAP00006349	2.6e-231	635.0	1	311	1	311	100.0	100.0	100.0
CM057400.1.g5788.t1	5061.CADANGAP00006347	8.11e-155	441.0	1	240	1	240	97.9	68.4	96.0
CM057400.1.g5789.t1	5061.CADANGAP00006346	2.06e-148	421.0	1	218	62	279	99.1	100.0	78.1
CM057400.1.g5790.t1	5061.CADANGAP00006345	0.0	1608.0	1	821	1	821	99.6	100.0	100.0
CM057400.1.g5791.t1	5061.CADANGAP00006343	4.07e-267	738.0	3	406	1	510	77.5	99.5	100.0
CM057400.1.g5792.t1	5059.CADAFLAP00003774	1.02e-303	907.0	40	701	15	671	68.5	51.6	40.4
CM057400.1.g5794.t1	37727.XP_002146515.1	2.24e-48	168.0	34	279	16	255	41.4	88.2	91.6
CM057400.1.g5795.t1	40384.G7XKI1	2.93e-171	480.0	1	268	1	268	85.1	99.3	99.3
CM057400.1.g5796.t1	5061.CADANGAP00006339	3.9e-303	828.0	1	445	1	445	93.9	100.0	100.0
CM057400.1.g5797.t1	5061.CADANGAP00006334	0.0	949.0	1	490	1	490	100.0	100.0	100.0
CM057400.1.g5798.t1	40384.G7XKI6	7.66e-227	644.0	1	398	1	381	86.2	55.3	97.9
CM057400.1.g5799.t1	5061.CADANGAP00006331	4.58e-291	793.0	1	392	1	392	99.7	100.0	100.0
CM057400.1.g5800.t1	5061.CADANGAP00006330	0.0	1065.0	1	562	1	555	94.8	100.0	100.0
CM057400.1.g5801.t1	5061.CADANGAP00006329	1.07e-292	802.0	42	473	1	411	93.8	91.3	100.0
CM057400.1.g5802.t1	5061.CADANGAP00006328	0.0	2566.0	1	1318	1	1318	98.5	100.0	100.0
CM057400.1.g5803.t1	5061.CADANGAP00006327	0.0	988.0	1	518	1	516	98.5	100.0	100.0
CM057400.1.g5804.t1	5061.CADANGAP00006326	0.0	867.0	1	428	1	428	97.9	100.0	100.0
CM057400.1.g5805.t1	40384.G7XKJ3	1.33e-240	666.0	1	383	4	403	84.0	100.0	99.3
CM057400.1.g5806.t1	40384.G7XKJ4	1.41e-89	268.0	1	155	113	267	83.9	100.0	58.1
CM057400.1.g5807.t1	5061.CADANGAP00006323	0.0	1190.0	1	591	1	612	96.2	100.0	100.0
CM057400.1.g5808.t1	5061.CADANGAP00006322	1.92e-195	546.0	1	291	30	340	91.6	94.2	90.1
CM057400.1.g5809.t1	5061.CADANGAP00006321	0.0	1506.0	2	784	1	783	97.3	99.9	100.0
CM057400.1.g5810.t1	40384.G7XKJ9	0.0	1710.0	32	1051	1	1020	97.2	97.1	100.0
CM057400.1.g5811.t1	5061.CADANGAP00006319	0.0	1767.0	1	1057	191	1247	99.6	100.0	84.8
CM057400.1.g5812.t1	5061.CADANGAP00006317	0.0	1366.0	1	778	1	777	99.4	100.0	100.0
CM057400.1.g5813.t1	5061.CADANGAP00006316	0.0	1035.0	1	694	1	694	98.0	100.0	100.0
CM057400.1.g5814.t1	40384.G7XKK3	3.52e-112	327.0	1	220	1	234	86.3	99.5	99.6
CM057400.1.g5815.t1	5061.CADANGAP00006314	5.83e-308	842.0	1	460	1	460	100.0	100.0	100.0
CM057400.1.g5816.t1	5061.CADANGAP00006313	8.65e-228	628.0	1	325	1	325	99.7	100.0	100.0
CM057400.1.g5817.t1	5061.CADANGAP00006312	0.0	1242.0	1	652	1	652	96.9	100.0	100.0
CM057400.1.g5818.t1	40384.G7XKK6	2.66e-292	796.0	1	392	1	391	98.7	100.0	100.0
CM057400.1.g5819.t1	40384.G7XKK8	9.37e-96	279.0	1	142	1	142	99.3	100.0	100.0
CM057400.1.g5820.t1	5061.CADANGAP00006309	7.03e-212	583.0	1	277	1	277	99.3	100.0	100.0
CM057400.1.g5821.t1	5061.CADANGAP00006308	4.33e-170	474.0	1	232	1	232	98.3	100.0	100.0
CM057400.1.g5822.t1	40384.G7XKL2	8.89e-80	237.0	1	122	1	122	100.0	100.0	100.0
CM057400.1.g5823.t1	5061.CADANGAP00006306	2.19e-295	804.0	1	386	1	386	99.2	100.0	100.0
CM057400.1.g5824.t1	5061.CADANGAP00006305	0.0	1246.0	23	718	1	699	97.0	96.9	100.0
CM057400.1.g5825.t1	5061.CADANGAP00006303	0.0	1070.0	1	500	1	500	99.4	96.9	79.7
CM057400.1.g5826.t1	5061.CADANGAP00006302	0.0	1617.0	21	840	8	821	99.3	97.6	99.1
CM057400.1.g5827.t1	5061.CADANGAP00006300	1.48e-85	257.0	1	189	1	189	100.0	100.0	100.0
CM057400.1.g5828.t1	40384.G7XKM0	9.1e-279	768.0	1	487	1	419	83.4	100.0	100.0
CM057400.1.g5829.t1	5062.CADAORAP00006317	2.15e-281	778.0	88	542	9	453	86.6	83.9	98.2
CM057400.1.g5830.t1	5061.CADANGAP00006295	9.9e-309	847.0	1	466	1	466	100.0	98.9	90.8
CM057400.1.g5831.t1	40384.G7XKM3	1.11e-299	819.0	1	439	1	439	100.0	100.0	100.0
CM057400.1.g5832.t1	40384.G7XKM4	7.35e-99	287.0	1	145	1	145	100.0	100.0	100.0
CM057400.1.g5833.t1	5061.CADANGAP00006292	8.18e-165	469.0	1	261	1	261	98.9	100.0	63.5
CM057400.1.g5834.t1	40384.G7XKM6	9.21e-78	232.0	1	123	1	123	95.9	100.0	100.0
CM057400.1.g5835.t1	5061.CADANGAP00006291	2.64e-128	365.0	1	191	1	191	100.0	100.0	100.0
CM057400.1.g5836.t1	5061.CADANGAP00006290	0.0	1394.0	1	811	1	811	98.9	100.0	100.0
CM057400.1.g5837.t1	5061.CADANGAP00006289	1.29e-137	397.0	24	295	30	301	100.0	92.2	90.4
CM057400.1.g5838.t1	5061.CADANGAP00006288	5.88e-131	373.0	1	203	1	203	100.0	100.0	100.0
CM057400.1.g5839.t1	5061.CADANGAP00006287	0.0	1449.0	1	729	1	729	99.7	100.0	100.0
CM057400.1.g5840.t1	40384.G7XKN2	3.09e-164	464.0	1	287	1	291	91.8	100.0	100.0
CM057400.1.g5841.t1	40384.G7XKN3	2.55e-226	626.0	1	346	1	346	100.0	100.0	100.0
CM057400.1.g5842.t1	5061.CADANGAP00006283	0.0	1326.0	1	720	1	721	99.3	100.0	100.0
CM057400.1.g5843.t1	40384.G7XKN5	1.69e-270	746.0	1	424	1	479	83.7	100.0	100.0
CM057400.1.g5844.t1	40384.G7XKN6	2.01e-175	497.0	1	291	1	289	85.5	99.3	72.8
CM057400.1.g5845.t1	40384.G7XKN7	0.0	890.0	1	476	1	476	98.9	99.8	99.8
CM057400.1.g5846.t1	5061.CADANGAP00006279	2.64e-283	775.0	1	396	29	424	100.0	100.0	93.4
CM057400.1.g5847.t1	5061.CADANGAP00006276	0.0	1798.0	1	941	1	941	99.7	100.0	100.0
CM057400.1.g5848.t1	40384.G7XKP1	1.41e-114	328.0	1	168	1	168	97.0	100.0	100.0
CM057400.1.g5849.t1	5061.CADANGAP00006273	5.92e-262	720.0	1	392	1	392	99.5	100.0	100.0
CM057400.1.g5850.t1	5061.CADANGAP00006272	0.0	1291.0	1	670	1	670	99.4	73.0	99.9
